text,span,label,ordinal,ac,ot
"['I got the $ 10 10-piece dim sum combo , every bite of which was great .']",$ 10 10-piece dim sum combo,positive,0,food quality,great
['Great food !'],food,positive,0,food quality,Great
['Their pad penang is delicious and everything else is fantastic .'],pad penang,positive,0,food quality,delicious
['I can not imagine a friendlier staff working in a restaurant .'],staff,positive,0,service general,friendlier
"['Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .']",BBQ Salmon,positive,0,food quality,Luckily
"['Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .']",Sea Bass,positive,0,food quality,Luckily
"['Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .']",Crispy Duck,positive,0,food quality,Luckily
['Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos .'],Korean food,positive,0,food quality,classic
['Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos .'],fusion twists,positive,0,food quality,classic
['Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos .'],pork belly tacos,positive,0,food quality,classic
"[""If you venture off the island of Manhattan and ca n't seem to find a great Italian restaurant , drive to Corona .""]",Corona,positive,0,restaurant general,great
['Lucky Strike is a great casual place to just grab a bite to eat .'],Lucky Strike,positive,0,restaurant general,great casual
['I have been to Casimir over 5 times and I have always had a great time there .'],Casimir,positive,0,restaurant general,great time
"['But the best part about LS is the late night atmosphere , delightfully free of the BTs .']",late night atmosphere,positive,0,ambience general,best
['The dining room is quietly elegant with no music to shout over -- how refreshing !'],dining room,positive,0,ambience general,elegant
['The dining room is quietly elegant with no music to shout over -- how refreshing !'],dining room,positive,0,ambience general,refreshing
"['This is such a lovely , peaceful place to eat outside .']",place,positive,0,ambience general,lovely
"['This is such a lovely , peaceful place to eat outside .']",place,positive,0,ambience general,peaceful
['Service is top notch .'],Service,positive,0,service general,top notch
"['oh speaking of bathroom , the mens bathroom was disgusting .']",mens bathroom,negative,0,ambience general,disgusting
"[""I 'll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .""]",decor,positive,0,ambience general,cool
"[""I 'll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .""]",pita,positive,0,food quality,good
"[""I 'll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .""]",hummus,positive,0,food quality,good
"[""I 'll being with a couple of positives : cool decor , good pita and hummus , and grilled octopus that was actually pretty tasty .""]",grilled octopus,positive,0,food quality,tasty
['Mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .'],raddichio,negative,0,food quality,bitter
['If I could give 0 stars I would do so for this place .'],place,negative,0,restaurant general,0 stars
['The hostess is rude to the point of being offensive .'],hostess,negative,0,service general,rude
['The hostess is rude to the point of being offensive .'],hostess,negative,0,service general,offensive
['The frizzy retro girl ( with winged/ Dame Edna glasses ) will yell at you if you try to order a drink .'],girl,negative,0,service general,frizzy
['Great atmoshere and worth every bit .'],atmoshere,positive,0,ambience general,Great
['Bison was quite excellent however .'],Bison,positive,0,food quality,excellent
['The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .'],food,positive,0,food quality,diamond
['The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .'],balance of herbs and tomatoes,positive,0,food quality,perfect
['Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .'],Food,positive,0,food quality,good
['Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .'],view of the new york city skiline,positive,0,location general,terrific
['The lava cake dessert was incredible and I recommend it .'],lava cake dessert,positive,0,food quality,incredible
['The lava cake dessert was incredible and I recommend it .'],lava cake dessert,positive,0,food quality,recommend
"['service is friendly , and never had a problem walking in and getting a table .']",service,positive,0,service general,friendly
['I will be out with friends and all of a sudden I am hungry and I only crave one thing ... their Pizza .'],Pizza,positive,0,food quality,crave
['I was here a few weeks back and we had the worst customer service experience at a restaurant ever .'],customer service,negative,0,service general,worst
"['The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !']",spicy tuna roll,positive,0,food quality,good
"['The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !']",rock shrimp tempura,positive,0,food quality,awesome
['The location and ambience is Ok but the food is what makes up for it .'],location,neutral,0,location general,Ok
['The location and ambience is Ok but the food is what makes up for it .'],ambience,neutral,0,ambience general,Ok
['The location and ambience is Ok but the food is what makes up for it .'],food,positive,0,food quality,makes up for it
['I noticed alot of indian people eatting there which is a great sign for an indian place !'],indian place,positive,0,restaurant miscellaneous,great
"['Always a nice crowd , but never loud .']",crowd,positive,0,restaurant miscellaneous,nice
['we love th pink pony .'],pink pony,positive,0,restaurant general,love
"[""Nevertheless , I finished my plate , and that 's when I found a maggot in mushroom sauce at the bottom .""]",mushroom sauce,negative,0,food quality,maggot
['I started out with a Bombay beer which was big enough for two .'],Bombay beer,positive,0,drinks style_options,big
"['The view is spectacular , and the food is great .']",view,positive,0,location general,spectacular
"['The view is spectacular , and the food is great .']",food,positive,0,food quality,great
"['What really makes it shine is the food , which is aggressively seasoned with Cyrpriot spices , and all made in-house ( even the gyro meat and sausages ) , and made of much higher quality ingredients that might otherwise be expected .']",food,positive,0,food quality,shine
